Track Name,artwork_url
Tainu Leke,https://i.scdn.co/image/ab67616d0000b27380cb44e037bdc5dd5bcace15
Jane Woh Kaise Log The,https://i.scdn.co/image/ab67616d0000b273958c99a9f56cdf0a18c20f29
Ye Dil Tum Bin Lagta Nahin,https://i.scdn.co/image/ab67616d0000b273f18c8eec4b994fef994d3ea9
Manjha,https://i.scdn.co/image/ab67616d0000b273f8012d84bc6cde0bf0f8a3b9
"Dil Se Dil Tak (From ""Bawaal"")",https://i.scdn.co/image/ab67616d0000b273bdbfa224f9c1f5c657c4250e
"Aap Jaisa Koi - From ""Qurbani""",https://i.scdn.co/image/ab67616d0000b273ce5864d4767fda884fdf6349
Kay Sera Sera,https://i.scdn.co/image/ab67616d0000b2734bdaa9e52dc96a9def7a083b
Latoo,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943
Nazdeekiyaan,https://i.scdn.co/image/ab67616d0000b273ad6a2ff03cd27ae95354c34d
Jawani Jan-E-Man,https://i.scdn.co/image/ab67616d0000b273a20620286dc4223fd6877ba1
Sukoon Mila,https://i.scdn.co/image/ab67616d0000b273fd2824249c4df9c5f8aa543c
Right Here Right Now,https://i.scdn.co/image/ab67616d0000b273bb31ee7f9507621c548f1ec2
Dil Dance Maare,https://i.scdn.co/image/ab67616d0000b273350fe52fe51edbfe385b6228
Tang Mujhko,https://i.scdn.co/image/ab67616d0000b273db2b8e04d5163c2aa0864765
Kammo Ji,https://i.scdn.co/image/ab67616d0000b273ebbf1359e6c4ce7a40e30311
Pahal,https://i.scdn.co/image/ab67616d0000b2730a623051ef70a9d6972ed582
Tareekhi,https://i.scdn.co/image/ab67616d0000b27331f6361593a7179523d77385
Namo Namo,https://i.scdn.co/image/ab67616d0000b273c65eb44f9039e006247ef8f7
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",https://i.scdn.co/image/ab67616d0000b27352e3a807b72281cb40c08092
Taal Se Taal,https://i.scdn.co/image/ab67616d0000b27398754a3b7cbff68a9ccbd5de
Jaanam Samjha Karo,https://i.scdn.co/image/ab67616d0000b2739cf82f37b61c3b8f3aeb476a
"Sajni (From ""Laapataa Ladies"")",https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d
Ruki Sukhi Roti,https://i.scdn.co/image/ab67616d0000b27374f7728e935de4666f7db971
Namak,https://i.scdn.co/image/ab67616d0000b27372ee382c4f44cbf1c31ee5a9
Piyu Bole,https://i.scdn.co/image/ab67616d0000b273db8153f339baece275dbe9d4
nadaaniyan,https://i.scdn.co/image/ab67616d0000b273adff87184871346c715be4c7
Soulmate,https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd
Tujhe Bhula Diya,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05
"Tu Hi Re - From ""Bombay""",https://i.scdn.co/image/ab67616d0000b273a14cd8823a92895e7140eab8
Daryaa,https://i.scdn.co/image/ab67616d0000b273cccc0c0c9fb71dabc14f98f7
Gun Gun Guna,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Sajde,https://i.scdn.co/image/ab67616d0000b2737e68b567e5db969d3b7dd9be
Crazy Kiya Re,https://i.scdn.co/image/ab67616d0000b2739859a7426073d15abd554720
Blockbuster,https://i.scdn.co/image/ab67616d0000b2739742a327795c8c656d4c436d
"Tehas Nehas - From ""Khaali Peeli""",https://i.scdn.co/image/ab67616d0000b273a89220a0a2d609f8e2e9ef64
Chaiyya Chaiyya,https://i.scdn.co/image/ab67616d0000b2734e2aa94e199e50bc8e10646f
Duh,https://i.scdn.co/image/ab67616d0000b273b0bc517f6cfb0f5abc1b4743
O'Meri Laila - Radio Version,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a
"Tera Naam Japdi Phiran - Version, 1",https://i.scdn.co/image/ab67616d0000b273347c0ed05d0fc9392c7d883e
Teri Yaadon Mein,https://i.scdn.co/image/ab67616d0000b2731b79f578c973abf93d5d4dbc
Bhare Naina,https://i.scdn.co/image/ab67616d0000b27344aa56e23e3a89802e6c6347
Haan Ke Haan,https://i.scdn.co/image/ab67616d0000b27328d1993af511ae93aa60b22a
Piya Ghar Aavenge,https://i.scdn.co/image/ab67616d0000b2731feb65f70411171708b63d8c
Hafiz Hafiz,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a
Sooiyan,https://i.scdn.co/image/ab67616d0000b2738c4fc63bb376d0d3d2b45391
Bairiyaa,https://i.scdn.co/image/ab67616d0000b273cab73e6ac9bf4bf3c6931570
Kaise Mein Kahun Tujhse,https://i.scdn.co/image/ab67616d0000b273890771e9c8274f7802d26d25
Gallan 4,https://i.scdn.co/image/ab67616d0000b27321f22393aa9fd4b1fc929841
Shaayraana,https://i.scdn.co/image/ab67616d0000b273fd2824249c4df9c5f8aa543c
Chori Kiya Re Jiya,https://i.scdn.co/image/ab67616d0000b273a7bde34c6c6c7441a278837d
Tere Naina,https://i.scdn.co/image/ab67616d0000b2737881b6fe1d303657f9d409eb
"Paththavaikkum (From ""Devara Part 1"")",https://i.scdn.co/image/ab67616d0000b2732b4185706c90b7f1435496c8
Kannazhaga - The Kiss of Love,https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18
Meri Jaan,https://i.scdn.co/image/ab67616d0000b273ad19b236a07df70c12dc38ef
Ishq Shava,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Saans,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
"Kangal Edho - From ""Chithha""",https://i.scdn.co/image/ab67616d0000b27338866acf960028e6a5bb4e6c
Tujh Mein Rab Dikhta Hai - II,https://i.scdn.co/image/ab67616d0000b2731555fec10000486f9331fbc8
Khaamakha,https://i.scdn.co/image/ab67616d0000b2732603a939eec27fc90c962419
Holdin’ On,https://i.scdn.co/image/ab67616d0000b2736f107b07f3a8fb66a7819df8
My Dil Goes Mmmm,https://i.scdn.co/image/ab67616d0000b2733407f760b091d7b668ad9d22
Ramta Jogi,https://i.scdn.co/image/ab67616d0000b27398754a3b7cbff68a9ccbd5de
Ittefaq,https://i.scdn.co/image/ab67616d0000b2735717787913feeb6db0f09956
Badri Ki Dulhania (Title Track),https://i.scdn.co/image/ab67616d0000b273fa3617fcd0dd0f23e7174219
Maye Ni Maye,https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0
Ishq Hai,https://i.scdn.co/image/ab67616d0000b27379f4a87c23143f0abb14c279
Say Na Say Na,https://i.scdn.co/image/ab67616d0000b273640dfe47de13c26ccc41e8ab
Sajania,https://i.scdn.co/image/ab67616d0000b273fc94e145c5c174ece06b198b
Jaanam,https://i.scdn.co/image/ab67616d0000b2739cf82f37b61c3b8f3aeb476a
Do Pall,https://i.scdn.co/image/ab67616d0000b2731d9d5dc54ac1752ea7b6f234
Finding Her,https://i.scdn.co/image/ab67616d0000b27383141000ee8ce3b893a0b425
Sahiba,https://i.scdn.co/image/ab67616d0000b2730a47bbe7141fdfe0eb2cdba7
Pehli Nazar Mein,https://i.scdn.co/image/ab67616d0000b273a0174ac9f29d0d48d76c3e00
"Jugraafiya - From ""Super 30""",https://i.scdn.co/image/ab67616d0000b273e76275da5828d6f937c3bcf3
Fanaa,https://i.scdn.co/image/ab67616d0000b273060c9e78dae4006109209115
Jaan 'Nisaar,https://i.scdn.co/image/ab67616d0000b273c65eb44f9039e006247ef8f7
Manmarziyan,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc
Monta Re,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc
Meethi Boliyaan,https://i.scdn.co/image/ab67616d0000b2736a942b2b8ec9c67ef5512287
Paaro,https://i.scdn.co/image/ab67616d0000b2730961aa2e7a0495294eb329e3
Aaila Re Ladki Mast Mast,https://i.scdn.co/image/ab67616d0000b273114848d09a57897710b7ec07
"Ishq Mein (From ""Nadaaniyan"")",https://i.scdn.co/image/ab67616d0000b273fb7d9bc3c3f4940287e2819a
Udi,https://i.scdn.co/image/ab67616d0000b27355011be0e63c99b36bf99c5b
Tere Liye,https://i.scdn.co/image/ab67616d0000b27378109adafee981634990753a
Javeda Zindagi-Tose Naina Lage,https://i.scdn.co/image/ab67616d0000b27336163aa83c42e72684a53287
Dilko Tumse Pyar Hua,https://i.scdn.co/image/ab67616d0000b273890771e9c8274f7802d26d25
Chaudhary,https://i.scdn.co/image/ab67616d0000b27327c59173f1d904947229613f
Chudi,https://i.scdn.co/image/ab67616d0000b2735f8c3a477c44a16f8d0e7330
Obsessed,https://i.scdn.co/image/ab67616d0000b273a9e20a20b9fc607d81f9c335
Surili Akhiyon Wale,https://i.scdn.co/image/ab67616d0000b273e3c3b06a8acf1941605cee41
Hey Shona,https://i.scdn.co/image/ab67616d0000b273ae7fac16cc9e47edb2cd687c
Admirin' You (feat. Preston Pablo),https://i.scdn.co/image/ab67616d0000b273bb25239324c4e16ae01fda36
Lover,https://i.scdn.co/image/ab67616d0000b273be1e41eda793059fb9129bff
Mi Amor,https://i.scdn.co/image/ab67616d0000b273a6f8106a0bf5ffa5fca2277b
Kinni Kinni,https://i.scdn.co/image/ab67616d0000b273cb2f9520171129a3df7a241a
Gubbare,https://i.scdn.co/image/ab67616d0000b273dbde461b6d5675fac8ea50e9
Tu Meri,https://i.scdn.co/image/ab67616d0000b273058494835ee23ad6104f81f2
Allah Maaf Kare,https://i.scdn.co/image/ab67616d0000b273daa89593cc2cde9651665d03
Tum Jo Aaye,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f
Samjho Na,https://i.scdn.co/image/ab67616d0000b27361589325f2ee1797c6527512
Jiya,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Nazm Nazm,https://i.scdn.co/image/ab67616d0000b273eed7385eaba31b4b644c0cc2
Shaam Shaandaar,https://i.scdn.co/image/ab67616d0000b273ad6a2ff03cd27ae95354c34d
440 Volt,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87
"Palat - Tera Hero Idhar Hai (From ""Main Tera Hero"")",https://i.scdn.co/image/ab67616d0000b273614a583a490e23b29821b2ed
Dekha Ek Khwab - II,https://i.scdn.co/image/ab67616d0000b273d668a5ba24a15110c8ab6a1d
Dhan Te Nan,https://i.scdn.co/image/ab67616d0000b273697900b24eb6e48a78923d98
Dhichkyaaon Doom Doom 1,https://i.scdn.co/image/ab67616d0000b273642aa6eaf64f4a99532ea5bf
Bin Tere Sanam,https://i.scdn.co/image/ab67616d0000b273c1524360a5861632659fb932
Parda Hata Do - Trap Mix,https://i.scdn.co/image/ab67616d0000b273de61331c267164e3dddcc29d
Gela Gela Gela,https://i.scdn.co/image/ab67616d0000b2735b4a54199067f730270fdfd5
Koi Shahari Babu,https://i.scdn.co/image/ab67616d0000b27386208d1cc68920db5ac5f747
Ho Gaya Hai Tujhko To Pyar Sajna,https://i.scdn.co/image/ab67616d0000b2730553935df95aaa9381f4fc66
Meri Gajina,https://i.scdn.co/image/ab67616d0000b273e2c471e2d8ad9c5bb7710232
Mere Haath Mein,https://i.scdn.co/image/ab67616d0000b273d2be316742edcc853ea55141
The Making Of Main Yahaan Hoon,https://i.scdn.co/image/ab67616d0000b27352762446bc2151705d3f9546
Magic | Coke Studio Bharat,https://i.scdn.co/image/ab67616d0000b27335007bd796b1020b6f1fd816
Taash,https://i.scdn.co/image/ab67616d0000b273578840e58b875606810f73ba
Pal Pal,https://i.scdn.co/image/ab67616d0000b273236d0c72c9c3cbbfa15dd208
Jhol - Acoustic,https://i.scdn.co/image/ab67616d0000b2734e84dbc51038df1a3b143d90
Paro,https://i.scdn.co/image/ab67616d0000b273d1665fcec1e2692c09d922b7
Nasamajh,https://i.scdn.co/image/ab67616d0000b27334bd3b968e0026a8bc10e5f5
Abhi Kuch Dino Se,https://i.scdn.co/image/ab67616d0000b273b4e0221394af47af99c78eb3
Teri Yaad,https://i.scdn.co/image/ab67616d0000b273918f5c171817c39252f14c48
Nasha (Equals Sessions),https://i.scdn.co/image/ab67616d0000b27326747fd1bdb033f08f2632fb
Bheegi Bheegi Raaton Mein,https://i.scdn.co/image/ab67616d0000b2736f39da36b20a464bdc28fd21
Baazigar O Baazigar,https://i.scdn.co/image/ab67616d0000b27335a839c5808966662af8a2b4
"Gale Lag Ja Na Ja (From ""De Dana Dan"")",https://i.scdn.co/image/ab67616d0000b2735775a86c03aec79b8977be01
Whistle Baja,https://i.scdn.co/image/ab67616d0000b2738335191e34494e7f6061bd71
Baati Hum,https://i.scdn.co/image/ab67616d0000b273f8bdaaa1f4607dfac210eda0
Humnava,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be
Saans Reprise,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Achchi Lagti Ho,https://i.scdn.co/image/ab67616d0000b27320669f39d41465e1f698ddf9
Dil Tu Hi Bataa,https://i.scdn.co/image/ab67616d0000b273c1b12ad55c27bf87fce44489
Baarish,https://i.scdn.co/image/ab67616d0000b273aca529b2fdfaabf2f50fc9e3
Chura Liya Hai Tumne Jo Dil Ko,https://i.scdn.co/image/ab67616d0000b27381c79777aa54ad14e6685d64
Tinka Tinka,https://i.scdn.co/image/ab67616d0000b2730a85a24b8a9f06b130b828fd
Judaai,https://i.scdn.co/image/ab67616d0000b273a1c86fab5027418418f3f061
Peecha Chhute,https://i.scdn.co/image/ab67616d0000b273cab73e6ac9bf4bf3c6931570
Raadha,https://i.scdn.co/image/ab67616d0000b2739074b995942f4599b942b35f
"Bhama Meri x Rumatiye, Uttarakhand and Himachal Mashup - Acoustic Cover",https://i.scdn.co/image/ab67616d0000b273b3f0deea9e50dfe5a061c443
Hale Dil,https://i.scdn.co/image/ab67616d0000b2732432edc97b465e6db54d356b
Kharch Karod (Slow),https://i.scdn.co/image/ab67616d0000b273c2f0dca582648e99c9533094
Long Drive,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0
One Love,https://i.scdn.co/image/ab67616d0000b2733e511ed894fc394063b34649
Radhakrishna Naamawali Chant,https://i.scdn.co/image/ab67616d0000b273ab23214127e194fa30bb7d70
Nadaan Parinde,https://i.scdn.co/image/ab67616d0000b27354e544672baa16145d67612b
"Jo Bhi Main (From ""Rockstar"")",https://i.scdn.co/image/ab67616d0000b2730e58590d69c1254f6dca7d0a
Teri Jhuki Nazar,https://i.scdn.co/image/ab67616d0000b273947e9127982f21bf5504e1f8
Mann Mera - Original Version,https://i.scdn.co/image/ab67616d0000b2730be94602b5b22cbe139a366b
Saaiyaan,https://i.scdn.co/image/ab67616d0000b273c04698b442ee9fbb3c4cbbe1
Bhage Re Mann,https://i.scdn.co/image/ab67616d0000b273db065746f99e0572f2c26d70
Adayein Teri,https://i.scdn.co/image/ab67616d0000b2738e127ae0e135ea479f4529b1
Dum-A-Dum,https://i.scdn.co/image/ab67616d0000b27309d4dbbbc838706548b85d4a
Kaisi Paheli Zindagani,https://i.scdn.co/image/ab67616d0000b273db8153f339baece275dbe9d4
"Patola (From ""Blackmail"")",https://i.scdn.co/image/ab67616d0000b273168257ab5f4cf1ec420bea3a
"Care Ni Karda (From ""Chhalaang"")",https://i.scdn.co/image/ab67616d0000b273b16f6cf0a387381d737d0c55
Baamulaiza,https://i.scdn.co/image/ab67616d0000b273fdfb5a9874443a0e39febd7d
Ye Samaa Samaa Hai Pyar Ka,https://i.scdn.co/image/ab67616d0000b273d94ea9afe96ede4f8d48ebe8
Kahin To,https://i.scdn.co/image/ab67616d0000b273abf91851997179d195afab5f
Mere Mehboob Qayamat Hogi,https://i.scdn.co/image/ab67616d0000b2736f116e3aba2e893cb09f6068
Ham Tere Pyar Mein,https://i.scdn.co/image/ab67616d0000b273981abf87c8cb42257a5f5cac
Mor Bani Thanghat Kare,https://i.scdn.co/image/ab67616d0000b273d69bb008711215f1254e3215
Chand Si Mehbooba Ho Meri,https://i.scdn.co/image/ab67616d0000b273e0e571a2479687842853c6e6
Ek Hasina Thi Ek Diwana Tha - Jhankar Beats,https://i.scdn.co/image/ab67616d0000b273a3cacb37af0fb62b1473bd1d
Karz Theme (Guitar Instrumental),https://i.scdn.co/image/ab67616d0000b273ee1d2e1087cbec4afcb8a4a0
Unakkul Naane,https://i.scdn.co/image/ab67616d0000b273cc58748b8cc0c1c449ca3c7f
Mujhse Shaadi Karogi,https://i.scdn.co/image/ab67616d0000b2731627c9b73fb3ccc0f8b89187
Tujhe Dekha To,https://i.scdn.co/image/ab67616d0000b2730553935df95aaa9381f4fc66
Ittefaq Se - Raat Baaki,https://i.scdn.co/image/ab67616d0000b2734e487f497aa33f6f65dbd299
Rimjhim Gire Sawan,https://i.scdn.co/image/ab67616d0000b273a2bd93f2ef2276223a936bd6
Mohabbat,https://i.scdn.co/image/ab67616d0000b273de7d2180126a4b16609a9f86
Admirin' You - Unplugged,https://i.scdn.co/image/ab67616d0000b273cc16066bb1a3aa1507959794
Dil Haara,https://i.scdn.co/image/ab67616d0000b273350fe52fe51edbfe385b6228
Peechay Hutt,https://i.scdn.co/image/ab67616d0000b2739955ac36b14137acf81cd89c
Players,https://i.scdn.co/image/ab67616d0000b2735626453d29a0124dea22fb1b
Junoon,https://i.scdn.co/image/ab67616d0000b273f338c5d50d3cd2392028f0b1
Ishq Bawla | Coke Studio Bharat,https://i.scdn.co/image/ab67616d0000b273f42805148e916145f858318b
Sanun Nahar Wale Pool,https://i.scdn.co/image/ab67616d0000b273a7e0e17343519993d49a897d
Mujh Se Pehli Si Mohbat - Original Mix,https://i.scdn.co/image/ab67616d0000b2735c880b68037080c508538b84
"Aasa Kooda - From ""Think Indie""",https://i.scdn.co/image/ab67616d0000b27374a555ea03b0844b1e1d4513
Gajina Live (Pandavaas),https://i.scdn.co/image/ab67616d0000b273965eb016dff70a2b6aad2c9e
Behka,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943
Humsafar,https://i.scdn.co/image/ab67616d0000b273dfc5ea836092ec71ca7a5dcb
Saiyaara,https://i.scdn.co/image/ab67616d0000b273a7e251b543c77a6ed356dfbe
Tere Siva,https://i.scdn.co/image/ab67616d0000b2732e3ef294a52273479125a63c
Baadal,https://i.scdn.co/image/ab67616d0000b273241c890d40902e070f40f922
Khuda Hafiz Anjaani Anjaana,https://i.scdn.co/image/ab67616d0000b273060c9e78dae4006109209115
Un Ka Andaz-E-Karam,https://i.scdn.co/image/ab67616d0000b2733532466c581fa753ff691bd7
Haseen,https://i.scdn.co/image/ab67616d0000b27305be603d0ab07ff5b195554e
A Modern Mantra,https://i.scdn.co/image/ab67616d0000b273585df4416cfdd5870ab77b72
"Pardesiya - From ""Param Sundari""",https://i.scdn.co/image/ab67616d0000b273d5754cde395f5c46792186c7
"Mila Tujhe - From ""Aap Jaisa Koi""",https://i.scdn.co/image/ab67616d0000b2731fa092f6dfea560e045b9fd7
Sanson Ki Mala Peh Simroon,https://i.scdn.co/image/ab67616d0000b273f69574a38304e0eee606172c
"Ghalat Fehmi - From ""Superstar""",https://i.scdn.co/image/ab67616d0000b2733e47c50990387d718ff4d845
Barbaad Reprise - Female,https://i.scdn.co/image/ab67616d0000b2732fc1f0e56f80b5e7cc388b3c
SAYIAARA Kishore Kumarx - Old Version,https://i.scdn.co/image/ab67616d0000b2736f116e3aba2e893cb09f6068
Raatein Guzaari,https://i.scdn.co/image/ab67616d0000b2733d78229c27310185a9dd4a0f
"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",https://i.scdn.co/image/ab67616d0000b273e7fe7d656750737e8d369f95
Dooron Dooron - Unplugged,https://i.scdn.co/image/ab67616d0000b273ca38512149238c1b4c11b4ae
Bolve,https://i.scdn.co/image/ab67616d0000b273319a2fa5a2977243a5fb01de
Piya Tose - Qawwali Version,https://i.scdn.co/image/ab67616d0000b273449d2811f98c0503eda88bd1
"Kaho Na Kaho - From ""Murder""",https://i.scdn.co/image/ab67616d0000b2734acc92d5e249f80ccd3f9f85
Emotional Attyachaar (Rock Version),https://i.scdn.co/image/ab67616d0000b2733c9ceb08ea5e086d804abc37
Limitless Pyar - Live,https://i.scdn.co/image/ab67616d0000b2730661cf952b7b969cbb97e4e9
Back2Back-Jab Tak Hai Jaan,https://i.scdn.co/image/ab67616d0000b273f1efa42837110252f9de27be
Kurbaan Hua,https://i.scdn.co/image/ab67616d0000b273d976f08a9feba38efcafb5ff
"Dhun (From ""Saiyaara"")",https://i.scdn.co/image/ab67616d0000b273781faf59a3cb980fe3b493f8
Saiyaara Reprise - Female,https://i.scdn.co/image/ab67616d0000b2732fc1f0e56f80b5e7cc388b3c
Jab Tak Hai Jaan,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Tille Waleya - Remix,https://i.scdn.co/image/ab67616d0000b273448bfef6950153e57e2f0811
Main Tera Dhadkan Teri,https://i.scdn.co/image/ab67616d0000b273c2d2a2177df997886b1a4eb9
Bin Tere Sanam Western Rhythm,https://i.scdn.co/image/ab67616d0000b2730826bb681b88b9ff4b51fcb9
Haan Tu Hain,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544
Hangover,https://i.scdn.co/image/ab67616d0000b27327656009177a4273a62c758a
Deewana Kar Raha Hai,https://i.scdn.co/image/ab67616d0000b273e108cdcfc16d1c27220fc8dd
For A Reason,https://i.scdn.co/image/ab67616d0000b2733dc5639cb321a69b721bed92
Teriyan Mohabatan - Lofi Flip,https://i.scdn.co/image/ab67616d0000b273f868eabe3d97d97b15d934a7
Kangna,https://i.scdn.co/image/ab67616d0000b273295d3a2e94b7cc56b2be94fa
Kala Dooria Lofi Beat,https://i.scdn.co/image/ab67616d0000b273baad8cdbd0a2f0f88ff4a9e2
Tera Mera Pyar Amar - Lata Mangeshkar,https://i.scdn.co/image/ab67616d0000b2733099096785a6301028d204d3
Dupatta,https://i.scdn.co/image/ab67616d0000b273f6035a9f83f69f6abce047fd
Bismil,https://i.scdn.co/image/ab67616d0000b27314b1f9487bf83b7db9dc890e
Something Something,https://i.scdn.co/image/ab67616d0000b273b2b89f9fe5f192dee174fedc
Khwab Dekhe Sexy Lady,https://i.scdn.co/image/ab67616d0000b273a0174ac9f29d0d48d76c3e00
Toota Jo Kabhi Tara,https://i.scdn.co/image/ab67616d0000b2738808ea1ba2cfba519e797a14
